id,tip,naziv,pravo_ime,vesolje,razmerje,naslov,izdaja,leto,mesec
Tommy_Weems_(Earth-616),Character,Tommy Weems,Tommy Weems,Earth-616,,Tales to Astonish,43,1963,May

"Tom_Bobkins,_Jr._(Earth-616)",Character,"Tom Bobkins, Jr.","Tom Bobkins, Jr.",Earth-616,Married,Amazing Adult Fantasy,8,1962,January

"Tom_Bobkins,_Sr._(Earth-616)",Character,"Tom Bobkins, Sr.","Tom Bobkins, Sr.",Earth-616,,Amazing Adult Fantasy,8,1962,January

Tom_Bobkins_the_Third_(Earth-616),Character,Tom Bobkins the Third,Tom Bobkins the Third,Earth-616,,Amazing Adult Fantasy,8,1962,January

Tom_Brewster_(Earth-616),Character,Tom Brewster,Tom Brewster,Earth-616,,Daredevil,28,1967,May

Tom_Danger_(Earth-616),Character,Tom Danger,Tom Danger,Earth-616,,Tough Kid Squad Comics,1,1942,March

Tom_Hale_(Earth-616),Character,Tom Hale,Tom Hale,Earth-616,Divorced,Patsy Walker,1,1945,

Tom_Smith_(Alien)_(Earth-616),Character,Tom Smith,Unknown,Earth-616,,Amazing Adventures,5,1961,October

Tom_Smith_(Earth-616),Character,Tom Smith,Tom Smith,Earth-616,,Avengers,6,1964,July

Torger_(Earth-616),Character,Torger,Torger,Earth-616,,Thor,162,1969,March

Torgo_(Earth-616),Character,Torgo,Torgo,Earth-616,Single,Fantastic Four,91,1969,October

Torrak_(Earth-616),Character,Torrak,Torrak,Earth-616,,Incredible Hulk,2,1962,July

Totem_Creature_(Earth-616),Character,Living Totem,Totem Creature,Earth-616,,Strange Tales,74,1960,April

Toto_(Mongolian)_(Earth-616),Character,Toto,Unknown,Earth-616,,Captain America Comics,22,1943,January

Town_Towers,Location,,,,,Thor,129,1966,June

Tranquilizer_Rifle,Item,,,,,Fantastic Four,55,1966,October

Transia,Location,,,,,X-Men,4,1964,March

Transylvania,Location,,,,,Strange Tales,76,1960,August

Tri-Man_(Earth-616),Character,Tri-Man,Tri-Man,Earth-616,,Daredevil,22,1966,November

Tribbitites,Race,,,,,Incredible Hulk,2,1962,July

Tribeca,Location,,,,,Daredevil,1,1964,April

Tricephalous_(Earth-616),Character,Tricephalous,Tricephalous,Earth-616,Single,Fantastic Four,1,1961,November

Trick_Arrows,Item,,,,,Tales of Suspense,57,1964,September

Trident_of_Neptune,Item,,,,,Tales to Astonish,70,1965,August

Trigger_Gap,Location,,,,,Rawhide Kid,19,1960,December

Triton_(Earth-616),Character,Triton,Unknown,Earth-616,Single,Fantastic Four,45,1965,December

Triton_(Earth-71016),Character,Triton,Triton,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Troxx,Race,,,,,Marvel Graphic Novel,58,1990,

Trudy_and_Tessie_Tempest_(Earth-616),Character,Tempest Twins,Trudy and Tessie Tempest,Earth-616,Single,Patsy Walker,102,1962,August

Trull_(Alien)_(Earth-616),Character,Trull the Unhuman,Trull,Earth-616,,Tales to Astonish,21,1961,July

Trung_Tuan_(Earth-616),Character,Half-Face,Trung Tuấn ,Earth-616,Married,Tales of Suspense,92,1967,August

Tumbling_Turners_(Earth-616),Character,Tumbling Turners,Turner (First names unrevealed),Earth-616,,Kid Colt Outlaw,106,1962,September

Turk_O%27Rourke_(Earth-616),Character,Turk O'Rourke,Turk O'Rourke,Earth-616,,Giant-Size Super-Villain Team-Up,2,1975,June

Twilight_Sword,Item,,,,,Journey into Mystery,104,1964,May

Two-Headed_Thing_(Earth-616),Character,Two-Headed Thing,Unknown,Earth-616,,Strange Tales,95,1962,April

Tyrannoids,Race,,,,,Incredible Hulk,5,1963,January

Tyr_Odinson_(Earth-616),,,,,,Journey into Mystery,85,1962,October

Tyr_of_the_Blinding_Blade_(Earth-616),Character,Tyr of the Blinding Blade,Tyr,Earth-616,,Thor King-Size Special,2,1966,September

Uatu_(Earth-1102),Character,Galactus,Uatu,Earth-1102,,What If?,200,2011,February

Uatu_(Earth-616),Character,The Watcher,Uatu,Earth-616,Married,Fantastic Four,13,1963,April

Uatu_(Earth-71016),Character,Watcher,Uatu,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Ubbu_(Earth-616),Character,Ubbu,Ubbu,Earth-616,,Strange Tales,33,1954,December

Ugarth_(Xartan)_(Earth-616),Character,Ugarth,Ugarth,Earth-616,,Journey into Mystery,90,1963,March

Ugu_(Earth-616),Character,The Neolithic,Ugu,Earth-616,,Fantastic Four,1,1961,November

Ularic_(Earth-616),Character,Ularic,Ularic,Earth-616,,Journey into Mystery,119,1965,August

Ulbrecht_Arzt_(Earth-616),Character,Baron Boche,Ulbrecht Arzt,Earth-616,,Young Allies,2,1941,Winter

Ulfrin_(Earth-616),Character,Ulfrin,Ulfrin,Earth-616,,Journey into Mystery,101,1964,February

Ulik_(Earth-616),Character,Ulik,Ulik,Earth-616,Single,Thor,137,1967,February

Uller_(Earth-616),Character,Uller,Uller,Earth-616,Married,Journey into Mystery,113,1965,February

Ultimo_(Earth-616),Character,Ultimo,Ultimo,Earth-616,Single,Tales of Suspense,76,1966,April

Ulysses_Klaw_(Earth-616),Character,Klaw,Ulysses S. Klaw ,Earth-616,Single,Fantastic Four,53,1966,August

Umbu_(Earth-616),Character,Umbu the Unliving,Umbu,Earth-616,Single,Incredible Hulk,110,1969,February

Una_(Earth-616),Character,Una,Una,Earth-616,,Marvel Super-Heroes,12,1967,December

Uncle_Ben_(Earth-616),Character,Uncle Ben,Unknown,Earth-616,Married,Strange Tales,97,1962,June

Uncle_Lawrence_(Earth-616),Character,Uncle Lawrence,Lawrence (Last name unrevealed),Earth-616,Married,Patsy and Hedy,92,1964,February

Unholy_Three_(Earth-616),Team,,,,,Daredevil,39,1968,April

Union_of_Soviet_Socialist_Republics,Location,,,,,Young Allies,1,1941,Summer

United_States_Army_Special_Forces_(Earth-616),Team,,,,,Sgt Fury and his Howling Commandos,1,1963,May

Universal_Weapon,Item,,,,,Fantastic Four,65,1967,August

Unstable_Molecules,Item,,,,,Fantastic Four,6,1962,September

Urd_(Earth-616),Character,Urd,Urd,Earth-616,Single,Journey into Mystery,102,1964,March

Urrpo-Fish,Race,,,,,Fantastic Four,11,1963,February

Ursell_(Earth-928),Character,Ursell,Unknown,Earth-928,,Ravage 2099,4,1993,March

Valeria_(Earth-6212),Character,Valeria,Valeria,Earth-6212,,Strange Tales,103,1962,December

Valerie_Van_Dyne_(Earth-616),Character,Valerie Arthur,Valerie Van Dyne-Arthur,Earth-616,Married,My Love,7,1970,September

Valhalla_(Asgard),Location,,,,,Thor,154,1968,July

Valkyrior_(Earth-616),Team,,,,,Journey into Mystery,91,1963,April

Valkyrior_Steeds,Race,,,,,Thor,132,1966,September

Valtrauta_(Earth-616),Character,Valtrauta,Valtrauta,Earth-616,,Journey into Mystery,91,1963,April

Vanessa_Marianna_(Earth-616),Character,Vanessa Fisk,Vanessa Fisk (née Marianna),Earth-616,Married,Amazing Spider-Man,70,1969,March

Vanir_(Gods),Race,,,,,Journey into Mystery,85,1962,October

Vanisher_(Earth-616),Character,Vanisher,Unknown ,Earth-616,Single,X-Men,2,1963,November

Vanna_(Earth-616),Character,Vanna,Vanna,Earth-616,,Journey into Mystery,105,1964,June

Vapors_of_Dormammu,Item,,,,,Fantastic Four,27,1964,June

Vapors_of_the_Vishanti,Item,,,,,Strange Tales,120,1964,May

Vapors_of_Valtorr,Item,,,,,Strange Tales,115,1963,December

Vashti_Cleito-Son_(Earth-616),Character,Lord Vashti,Vashti Cleito-Son,Earth-616,Single,Tales to Astonish,71,1965,September

Venom_(Klyntar)_(Earth-77013),Character,Venom,Unknown ,Earth-77013,Single,Spider-Man Newspaper Strips,2007,2007,

Venom_(Klyntar)_(Earth-92131),Character,Venom,Unknown ,Earth-92131,,"The Alien Costume, Part One",,1995,April

Venturas,Location,,,,,Tales of Suspense,53,1964,May

Venturites,Race,,,,,Tales of Suspense,53,1964,May

Venusian_(Earth-616),Character,Venusian,Unknown,Earth-616,,Strange Tales,78,1960,November

Venus_(Planet),Location,,,,,Marvel Mystery Comics,26,1941,December

Vera_Arlen_(Earth-77013),Character,Vera Arlen,Vera Arlen,Earth-77013,,Spider-Man Newspaper Strips,1978,1978,

Vera_Cantor_(Earth-616),Character,Vera Cantor,Vera Cantor,Earth-616,,X-Men,19,1966,April

Vera_Rich_(Earth-616),Character,Vera Rich,Vera Rich,Earth-616,,Patsy and Hedy,58,1958,June

Verdandi_(Earth-616),Character,Verdandi,Verdandi,Earth-616,Single,Journey into Mystery,102,1964,March

Vernon_van_Dyne%27s_Laboratory,Location,,,,,Tales to Astonish,44,1963,June

Vernon_van_Dyne_(Earth-616),Character,Vernon Van Dyne,Vernon Van Dyne,Earth-616,Single,Tales to Astonish,44,1963,June

Veronica_Vogue_(Earth-616),Character,Veronica Vogue,Veronica Vogue,Earth-616,Single,Tales of Suspense,51,1964,March

Ve_Borson_(Earth-616),Character,Ve Borson,Ve Borson,Earth-616,Divorced,Journey into Mystery,97,1963,October

Vibranium,Item,,,,,Daredevil,13,1966,February

Victoria_Bentley_(Earth-616),Character,Victoria Bentley,Victoria Bentley,Earth-616,,Strange Tales,114,1963,November

Victor_Avery_(Earth-616),Character,Midnight Monster,Victor Avery,Earth-616,Single,Journey into Mystery,79,1962,April

Victor_Cartwright_(Earth-616),Character,Victor Cartwright,Victor Cartwright,Earth-616,Single,Tales to Astonish,24,1961,October

Victor_Frankenstein_(Earth-616),Character,Dr. Frankenstein,Victor Frankenstein,Earth-616,Widowed,X-Men,40,1968,January

Victor_von_Doom_(Earth-616),Character,Doctor Doom,Victor von Doom,Earth-616,Married,Fantastic Four,5,1962,July

Victor_von_Doom_(Earth-71016),Character,Doctor Doom,Victor von Doom,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Victor_von_Doom_(Earth-77013),Character,Doctor Doom,Victor von Doom,Earth-77013,Single,Spider-Man Newspaper Strips,1977,1977,

Vili_Borson_(Earth-616),Character,Vili Borson,Vili Borson,Earth-616,Single,Journey into Mystery,97,1963,October

Vincent_Farnsworth_(Earth-616),Character,Vincent Farnsworth,Vincent Farnsworth,Earth-616,,Tales of Suspense,6,1959,November

Vincent_Patilio_(Earth-616),Character,Leap-Frog,Vincent Patilio,Earth-616,Widowed,Daredevil,25,1967,February

Vincent_Vandergill_(Earth-616),Character,Vincent Vandergill,Vincent Vandergill,Earth-616,,Strange Tales,138,1965,November

Vince_Everett_(Earth-77013),Character,Vince Everett,Vince Everett,Earth-77013,,Spider-Man Newspaper Strips,2012,2012,

Virginia_Potts_(Earth-616),Character,Rescue,"Virginia ""Pepper"" Potts",Earth-616,Divorced,Tales of Suspense,45,1963,September

Virginia_Wolfe_(Earth-616),Character,Virginia Wolfe,Virginia Wolfe,Earth-616,Married,Patsy Walker,103,1962,October

Vishanti_(Earth-616),Team,,,,,Strange Tales,115,1963,December

Vision_(Earth-71016),Character,Vision,Vision,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Vladimir_(Earth-616),Character,Vladimir,Vladimir,Earth-616,,Tales of Suspense,64,1965,April

Vladimir_Fortunov_(Earth-616),Character,Baron Sabbat,Vladimir Vassily Gonereo Tristian Mangegi Fortunov,Earth-616,Married,Fantastic Four Annual,2,1964,September

Volla_(Earth-616),Character,Volla,Volla,Earth-616,,Thor,127,1966,April

Volsak_(Earth-616),Character,Volsak,Volsak,Earth-616,,Journey into Mystery,113,1965,February

Volstagg_(Earth-616),Character,Volstagg,Volstagg,Earth-616,Married,Journey into Mystery,119,1965,August

Volstagg_(Earth-77013),Character,Volstagg,Volstagg,Earth-77013,,Spider-Man Newspaper Strips,2012,2012,

Voltan_Kaparthy_(Earth-77013),Character,Voltan,Voltan Kaparthy,Earth-77013,,Spider-Man Newspaper Strips,2001,2001,

Von_Kimmer_(Earth-616),Character,Agent 1,von Kimmer (full name unrevealed),Earth-616,,Tales of Suspense,72,1965,December

Von_Maus_(Earth-616),Character,Von Maus,Von Maus (Full name unrevealed),Earth-616,Single,Mystic Comics,8,1942,March

Von_Richt_(Earth-616),Character,Von Richt,Von Richt,Earth-616,,Young Allies,5,1942,Fall

Von_Strudel_(Earth-616),Character,Von Strudel,Von Strudel (First name unrevealed),Earth-616,,Young Allies,1,1941,Summer

Vuk_(Earth-616),Character,Starhammer,Vuk,Earth-616,Widowed,Avengers,4,1964,March

Vulture%27s_Wings,Item,,,,,Amazing Spider-Man,2,1963,May

Wakanda,Location,,,,,Fantastic Four,52,1966,July

Walking_Stiletto_(Earth-616),Character,Walking Stiletto,Walking Stiletto,Earth-616,Single,Captain America,114,1969,June

Walter_Carter_(Earth-616),Character,Walter Carter,Walter Carter,Earth-616,Single,Tales to Astonish,22,1961,August

Walter_Collins_(Earth-616),Character,Walter Collins,Walter Collins,Earth-616,,Fantastic Four,111,1971,June

Walter_Cronkite_(Earth-616),Character,Walter Cronkite,Walter Cronkite,Earth-616,,Captain America,125,1970,May

Wanda_Maximoff_(Earth-616),Character,Scarlet Witch,Wanda Maximoff,Earth-616,Divorced,X-Men,4,1964,March

Warner_Wolfe_(Earth-616),Character,Warner Wolfe,Warner Wolfe,Earth-616,Single,Patsy and Hedy,68,1960,February

"Warren_Worthington,_Jr._(Earth-616)",Character,Warren Worthington Jr.,Warren Kenneth Worthington Jr.,Earth-616,Married,X-Men,14,1965,November

Warren_Worthington_III_(Earth-616),Character,Archangel,Warren Kenneth Worthington III,Earth-616,Single,X-Men,1,1963,September

Warriors_of_the_Thousand_Galaxies_(Earth-616),Team,,,,,Thor King-Size Special,2,1966,September

Warriors_Three_(Earth-616),Team,,,,,Journey into Mystery,119,1965,August

Washington_Jones_(Earth-616),Character,Washington Carver Jones,Washington Carver Jones,Earth-616,,Young Allies,1,1941,Summer

Wasp%27s_Suit,Item,,,,,Tales to Astonish,44,1963,June

Watcher%27s_Citadel,Location,,,,,Fantastic Four,13,1963,April

Watchers,Race,,,,,Fantastic Four,13,1963,April

Watcher_of_Sector_14X_(Earth-616),Character,Watcher of Sector 14X,Unknown,Earth-616,,Tales of Suspense,58,1964,October

Water-Circulation_Apparatus,Item,,,,,Fantastic Four,54,1966,September

Wayneville,Location,,,,,Rawhide Kid,17,1960,August

Wayne_Wilson_(Earth-616),Character,Wayne Wilson,Wayne Wilson,Earth-616,,Kid Colt Outlaw,104,1962,May

Wayne_Wolfe_(Earth-616),Character,Wayne Wolfe,Wayne Wolfe,Earth-616,Single,Patsy and Hedy,93,1964,April

Wazir_(Earth-616),Character,Wazir the Prophet,Wazir,Earth-616,Single,Thor,138,1967,March

Weasel_(Earth-77013),Character,Weasel,Unknown,Earth-77013,,Spider-Man Newspaper Strips,2007,2007,

Weasel_Wills_(Earth-616),Character,Weasel,Weasel Wills,Earth-616,,Tales of Suspense,65,1965,May

Web-Shooters,Item,,,,,Amazing Fantasy,15,1962,August

Weed_(Monster)_(Earth-616),Character,Weed,Unknown,Earth-616,,Strange Tales,94,1962,March

Weed_Wichards_(Earth-665),Character,Mister Fantastical,Weed Wichards,Earth-665,,Not Brand Echh,1,1967,August

Wellington_Yinsen_(Earth-534834),Character,Wellington Yinsen,Wellington Yinsen,Earth-534834,,The Origin of the Mandarin,,1994,November

Werner_von_Doom_(Earth-616),Character,Werner von Doom,Werner von Doom,Earth-616,Widowed,Fantastic Four Annual,2,1964,September

Werner_von_Krimm_(Earth-616),Character,Butcher of Lichtengarten,Werner von Krimm,Earth-616,,Captain America,101,1968,May

Whirlo_Redlin_(Earth-616),Character,Rattler,Whirlo Redlin,Earth-616,,Rawhide Kid,37,1963,December

Whisper_Hill,Location,,,,,Fantastic Four,94,1970,January

White-Face_(Earth-616),Character,White-Face,Unknown,Earth-616,,Rawhide Kid,1,1955,March

Whitey_Barton_(Earth-616),Character,Whitey Barton,Whitey Barton,Earth-616,,Daredevil,47,1968,December

Whitey_Mullins_(Earth-616),Character,Whitey Mullins,Whitey Mullins,Earth-616,Single,Fantastic Four,50,1966,May

White_Ninja_(Earth-616),Character,White Ninja,Unknown,Earth-616,,Spider-Man: Fear Itself,1,1992,February

Whitney_Hammond_(Earth-616),Character,Whitney P. Hammond,Whitney P. Hammond,Earth-616,Single,Venus,1,1948,August

Whiz_Wilson_(Earth-616),Character,Whiz Wilson,Wilson ,Earth-616,Single,Meet Miss Bliss,1,1955,May

Wilbur_Day_(Earth-616),Character,Stilt-Man,Wilbur Day,Earth-616,Married,Daredevil,8,1965,June

Wilbur_Poole_(Earth-616),Character,Wilbur Poole,Wilbur Poole,Earth-616,Single,Tales of Suspense,13,1961,January

Wilder_Berne_(Earth-616),Character,Brain,Wilder Berne,Earth-616,,Daredevil,22,1966,November

Wilhelmstrasse,Location,,,,,Tales to Astonish,60,1964,October

Wilhelm_Hauser_(Earth-616),Character,Wilhelm Hauser,Wilhelm Hauser,Earth-616,,Sgt Fury and his Howling Commandos,36,1966,November

Wilhelm_van_Vile_(Earth-616),Character,Painter,Wilhelm van Vile,Earth-616,,Strange Tales,108,1963,May

Wilhelm_von_Logor_(Earth-616),Character,Will Jenks,Wilgelm von Logo,Earth-616,,Captain America Comics,10,1942,January

William_Baker_(Earth-616),Character,Sandman,William Baker,Earth-616,Single,Amazing Spider-Man,4,1963,September

William_Connors_(Earth-616),,Billy Connors,"William ""Billy"" Connors",Earth-616,Single,Amazing Spider-Man,6,1963,November

William_Foster_(Earth-616),Character,Goliath,William Barrett Foster,Earth-616,Divorced,Avengers,32,1966,September

William_Lincoln_(Earth-616),Character,Willie Lincoln,William Lincoln,Earth-616,,Daredevil,47,1968,December

William_Lumpkin_(Earth-616),Character,Willie Lumpkin,William Lumpkin,Earth-616,Single,Fantastic Four,11,1963,February

Wilma_Wolfe_(Earth-616),Character,Wilma Wolfe,Wilma Wolfe,Earth-616,,Patsy and Hedy,86,1963,February

Wilson_Allan_(Earth-616),Character,Wilson Allan,Wilson Allan,Earth-616,Married,Amazing Spider-Man,17,1964,October

Wilson_Fisk_(Earth-616),Character,Kingpin,Wilson Grant Fisk,Earth-616,Widowed,Amazing Spider-Man,50,1967,July

Wilson_Fisk_(Earth-77013),Character,Kingpin,Wilson Fisk,Earth-77013,Married,Spider-Man Newspaper Strips,1977,1977,

Witness_(WWII)_(Earth-616),Character,Witness,Unrevealed,Earth-616,Single,Mystic Comics,7,1941,December

Wizard_Armor,Item,,,,,Strange Tales,102,1962,November

Wladyslav_Shinski_(Earth-616),Character,Crucible,Dr. Wladyslav Shinski,Earth-616,,Fantastic Four,66,1967,September

Wobbow,Race,,,,,Tales to Astonish,51,1964,January

Wolfgang_Brenner_(Earth-616),Character,Wolfgang Brenner,Wolfgang Brenner,Earth-616,,Tales of Suspense,79,1966,July

Wolfgang_von_Strucker_(Earth-616),Character,Baron von Strucker,Wolfgang von Strucker,Earth-616,Widowed,Sgt Fury and his Howling Commandos,5,1964,January

Wolfgang_von_Strucker_(Robot)_(Earth-616),Character,Baron von Strucker,Wolfgang von Strucker,Earth-616,,Captain America,130,1970,October

Wolf_Waco_(Earth-616),Character,Wolf Waco,Unknown,Earth-616,,Rawhide Kid,18,1960,October

Wong-Chu_(Earth-616),Character,Wong-Chu,Wong-Chu,Earth-616,,Tales of Suspense,39,1963,March

Wong_(Earth-616),Character,Wong,Wong,Earth-616,Single,Strange Tales,110,1963,July

Worldship_(Taa_II),Location,,,,,Fantastic Four,49,1966,April

Wundagore_Mountain,Location,,,,,Thor,134,1966,November

Wyatt_Earp_(Earth-616),Character,Wyatt Earp,Wyatt Earp,Earth-616,Widowed,Rawhide Kid,1,1955,March

Wyatt_Wingfoot_(Earth-616),Character,Wyatt Wingfoot,Wyatt Wingfoot,Earth-616,Single,Fantastic Four,50,1966,May

X-13_(Earth-616),Character,X-13,X-13,Earth-616,,Strange Tales,93,1962,February

X-34_(Earth-TRN148),Team,,,,,Tales of Suspense,29,1962,May

X-Factor_(Earth-616),Team,,,,,X-Factor,1,1986,February

X-Men_(Earth-616),Team,,,,,X-Men,1,1963,September

X-Men_(Earth-77013),Team,,,,,Spider-Man: The Mutant Agenda,0,1994,February

X-Men_(Mysterio%27s_Robots)_(Earth-616),Team,,,,,Amazing Spider-Man Annual,1,1964,October

X-Uniforms,Item,,,,,X-Men,1,1963,September

Xandu_(Sorcerer)_(Earth-616),Character,Xandu,Unknown,Earth-616,,Amazing Spider-Man Annual,2,1965,October

Xantareans,Race,,,,,Tales to Astonish,73,1965,November

Xantha,Race,,,,,Fantastic Four,7,1962,October

Xartan_Deviants,Race,,,,,Journey into Mystery,90,1963,March

Xavier%27s_School_for_Gifted_Youngsters,Location,,,,,X-Men,1,1963,September

Xxirys_(Earth-616),Character,Xxirys,Xxirys ,Earth-616,,Strange Tales,88,1961,September

XZ-12_Device,Item,,,,,Fantastic Four,23,1964,February

X_(Monster)_(Earth-616),Character,X the Unknowable,X,Earth-616,,Tales to Astonish,20,1961,June

Yagg_(Earth-616),Character,Yagg,Yagg,Earth-616,,Journey into Mystery,116,1965,May

Yancy_Street_Gang_(Earth-616),Team,,,,,Fantastic Four,15,1963,June

Yao_(Earth-616),Character,Ancient One,Yao,Earth-616,Single,Amazing Adventures,1,1961,June

Yarro_Gort_(Earth-616),Character,Yarro Gort,Yarro Gort,Earth-616,Single,Silver Surfer,10,1969,November

Yellow-Crested_Titans,Race,,,,,Thor,129,1966,June

Yeti_(Inhuman)_(Earth-616),Character,Yeti,Unknown,Earth-616,,Fantastic Four,99,1970,June

Yggdrasill,Item,,,,,Journey into Mystery,97,1963,October

Yirbek,Race,,,,,Avengers,14,1965,March

Ymir_(Earth-616),Character,Ymir,Ymir,Earth-616,Single,Journey into Mystery,97,1963,October

Yogi_Dakor_(Earth-616),Character,Yogi Dakor,Yogi Dakor,Earth-616,,Fantastic Four,23,1964,February

Yon-Rogg_(Earth-616),Character,Magnitron,Yon-Rogg,Earth-616,Single,Marvel Super-Heroes,12,1967,December

Young_Allies_(WWII)_(Earth-616),Team,,,,,Young Allies,1,1941,Summer

Yrds,Race,,,,,Tales of Suspense,54,1964,June

Yuri_Topolov_(Earth-616),Character,Gargoyle,Yuri Topolov,Earth-616,Married,Incredible Hulk,1,1962,May

Zabu_(Earth-616),Character,Zabu,Zabu,Earth-616,Single,X-Men,10,1965,March

Zakkim_(Earth-616),Character,King Zakkim,Zakkim,Earth-616,,Strange Tales,104,1963,January

Zamu_(Earth-616),Character,Zamu,Zamu,Earth-616,,Amazing Adventures,3,1961,August
